,,,DJF,MAM,JJA,SON,Annual
mask_boreal_forests_taiga,runoff_ratio,$RASM_{CFSR}$,0.06394527061931456,0.9809733984115703,0.31422583613074484,0.22017941034706642,0.4011469233111076
mask_boreal_forests_taiga,runoff_ratio,$RASM_{ERA}$,0.06555564025145995,0.9816317245296252,0.310208833352227,0.22168374425214704,0.4027207738357712
mask_boreal_forests_taiga,runoff_tot,$ERA$,0.5505923208061921,1.175310952266806,0.9208158703017736,1.0703252089443105,0.9307864170864877
mask_boreal_forests_taiga,runoff_tot,$MERRA$,0.10281391887389058,0.7610232425005572,0.309106033405748,0.18326495253754999,0.3381700481536888
mask_boreal_forests_taiga,runoff_tot,$RASM_{CFSR}$,0.12743664767917523,1.5097638291865851,0.79808079058729,0.4700913396766795,0.7246180480202957
mask_boreal_forests_taiga,runoff_tot,$RASM_{ERA}$,0.12794374745785983,1.510296195966682,0.8020683152326042,0.474918300879159,0.7327946237850553
mask_boreal_forests_taiga,Swin,$ERA$,25.373162014791536,175.49247929857526,209.64643222543344,57.520329349635325,116.63024621020436
mask_boreal_forests_taiga,Swin,$MERRA$,26.218156746768262,172.98248337926034,231.39322544073107,67.49956548037406,124.21516279422164
mask_boreal_forests_taiga,Swin,$RASM_{CFSR}$,33.22299666773042,169.29874603638996,206.52343678369058,65.92250987434933,118.3403448743525
mask_boreal_forests_taiga,Swin,$RASM_{ERA}$,33.62753272080108,170.28015165417105,206.83073780429868,65.69884936834336,119.72404128101526
mask_boreal_forests_taiga,Swup,$ERA$,7.3232510202842365,45.7035713880536,30.667521192816338,10.561808726576587,23.47745066991704
mask_boreal_forests_taiga,Swup,$MERRA$,11.71359339589481,50.67521184761522,26.61598805286285,10.636445058387896,24.81904214433719
mask_boreal_forests_taiga,Swup,$RASM_{CFSR}$,14.105944938897062,54.50414560306418,36.607564771154856,19.28775510594477,31.03374188616869
mask_boreal_forests_taiga,Swup,$RASM_{ERA}$,14.245113950073835,54.13121409421043,36.63161551601115,19.10397970299698,31.1526102263555
mask_boreal_forests_taiga,P-E,$ERA$,0.89824876376589,0.4917813706913655,0.26218818072841704,1.2522570268327529,0.7301348190380996
mask_boreal_forests_taiga,P-E,$MERRA$,0.8630124990264564,0.18289065967634924,-0.7316957890303882,1.0574618023663578,0.34766002870509344
mask_boreal_forests_taiga,P-E,$RASM_{CFSR}$,0.9679335975661375,0.6227473057860893,0.039275037622865244,1.311262004961463,0.7405320965369753
mask_boreal_forests_taiga,P-E,$RASM_{ERA}$,0.9553847880119029,0.6041297775133438,0.06525906463322025,1.3204577699035074,0.7335070176980121
mask_tundra,calc_albedo,$ERA$,0.5251214669882285,0.5377967490120885,0.294088130994699,0.3331631253463362,0.40092538411104317
mask_tundra,calc_albedo,$MERRA$,0.5514658873579903,0.5064778043281916,0.20348986920219078,0.26631398119631167,0.3281173492531314
mask_tundra,calc_albedo,$RASM_{CFSR}$,0.6160375585282981,0.5747930546084887,0.30503443175085987,0.5433990139586233,0.4467915321049811
mask_tundra,calc_albedo,$RASM_{ERA}$,0.6154653971002346,0.5710293457752891,0.30218631876806856,0.5384527084144123,0.443352976532144
mask_tundra,Swnet,$ERA$,4.7322111154912285,74.21276461537846,138.20688539986543,24.07700378115178,60.07684201696956
mask_tundra,Swnet,$MERRA$,3.9156182715338117,71.68301424923212,174.74156846049712,30.3038992488652,69.94255881602275
mask_tundra,Swnet,$RASM_{CFSR}$,4.73921403152238,67.2115006943916,128.81392544970583,19.09677719443323,54.68313476359723
mask_tundra,Swnet,$RASM_{ERA}$,4.800336072168621,68.11752392533529,128.73908566584657,19.140559787327987,55.57432676583768
mask_tundra,Lwnet,$ERA$,-31.078245122998126,-43.8096162548788,-45.64666509338834,-35.247294329939145,-38.92425725961251
mask_tundra,Lwnet,$MERRA$,-21.813159182017127,-42.67786658982551,-60.673693323219084,-33.28115957261832,-39.58577779462205
mask_tundra,Lwnet,$RASM_{CFSR}$,-38.18136097001134,-47.654828317695944,-48.92630047409974,-33.58978185340539,-42.01150930138137
mask_tundra,Lwnet,$RASM_{ERA}$,-38.2117945619629,-48.03078278441584,-48.85827104826946,-33.45472468399525,-42.18420386144459
mask_tundra,Latht,$ERA$,2.014093197581396,10.424946480456851,38.48741046264763,8.812859904818193,14.899627794325474
mask_tundra,Latht,$MERRA$,0.05372426205741905,14.861508645057484,61.25880845145218,7.818362669869472,20.924670052518742
mask_tundra,Latht,$RASM_{CFSR}$,-0.7554011063376964,9.037429117793145,29.06692603895314,2.2719062949886903,9.845120855892244
mask_tundra,Latht,$RASM_{ERA}$,-0.7560730928728634,9.096488635150111,29.304226059030643,2.3726581024439386,10.08419468720129
mask_tundra,Senht,$ERA$,-10.298964878565128,5.789114392193831,21.665166547148914,-1.2611250032786248,3.94685468278212
mask_tundra,Senht,$MERRA$,-12.266647737820623,7.059397719979331,36.8080961107873,-4.922996360905788,6.6055113160756225
mask_tundra,Senht,$RASM_{CFSR}$,-29.246071771728584,2.646031546792632,41.16956836985552,-15.932069487038772,-0.45473435154049135
mask_tundra,Senht,$RASM_{ERA}$,-29.199278634833963,2.9216243247277207,41.053810620882295,-15.931346891347712,-0.08752775137418256
mask_tundra,bowen_ratio,$ERA$,2.9804746679309813,1.5246474268437544,0.275676709726134,-1.5744218946360087,-0.1654178775152803
mask_tundra,bowen_ratio,$MERRA$,54.50138562769731,0.46341735457238276,0.6722281081560814,-1.328317158086262,0.3575659122464958
mask_tundra,bowen_ratio,$RASM_{CFSR}$,108.32162713429608,-0.08198308753112632,1.4350828067631105,14.622520415238387,-1.5890158538681571
mask_tundra,bowen_ratio,$RASM_{ERA}$,18.60334241753771,-1.1513316701653364,1.546561251872014,1.8078471238793543,-0.9366828983094939
mask_tundra,Tair,$ERA$,-25.582645275960587,-12.620365180779757,7.599394236515986,-8.169639026622193,-9.66437871039
mask_tundra,Tair,$MERRA$,-24.803726818339165,-11.201147024581791,8.363989063855387,-8.758247766272763,-9.077772982160845
mask_tundra,Tair,$RASM_{CFSR}$,-28.490416678383404,-12.077893261126931,7.207712422543558,-12.839967003941528,-11.541937836923427
mask_tundra,Tair,$RASM_{ERA}$,-28.389854940683616,-11.899123620406137,7.381280556927825,-12.452056872663722,-11.243467621681996
mask_tundra,Precipitation,$ERA$,0.797723662269653,0.9109878868055399,1.852501039003957,1.4265477778580546,1.2488474328589754
mask_tundra,Precipitation,$MERRA$,0.8341469746722654,0.9413722004012082,1.7996292659832287,1.4215917556108215,1.250998355664539
mask_tundra,Precipitation,$RASM_{CFSR}$,0.819086733482369,1.0248958020001915,1.7151526447816048,1.409069939335985,1.2441618977574496
mask_tundra,Precipitation,$RASM_{ERA}$,0.8075301895837377,1.023457489349553,1.7499003079746869,1.436852500469302,1.2563841423536246
mask_tundra,Evap,$ERA$,0.0688689654568003,0.33463459874505774,1.3293510445995398,0.2994232280579784,0.5068685746349022
mask_tundra,Evap,$MERRA$,0.002418226325757285,0.4773383537457432,2.1516753193197222,0.2728221641517758,0.7235424681381104
mask_tundra,Evap,$RASM_{CFSR}$,-0.022574724057376726,0.28916633613669807,1.0138777127970076,0.07794423740262446,0.3375394998606005
mask_tundra,Evap,$RASM_{ERA}$,-0.022592572941024996,0.29166023486522064,1.0225064190295508,0.08144324462230187,0.3459762626144005
mask_tundra,runoff_ratio,$ERA$,0.18261445247616925,0.9503026004881324,0.8787674999117238,0.617382056152977,0.6848843005501779
mask_tundra,runoff_ratio,$MERRA$,0.044556708853126056,0.5939201962809042,0.4239726145589308,0.0991612373189032,0.2933298103741122
mask_tundra,runoff_ratio,$RASM_{CFSR}$,0.033314833469751226,1.3833154995695978,0.9349300808676004,0.2316515226121041,0.6885910757746885
mask_tundra,runoff_ratio,$RASM_{ERA}$,0.0341462300103786,1.4233211510567698,0.9138545579630131,0.23462036078843063,0.6955076678231571
mask_tundra,runoff_tot,$ERA$,0.21498970243691684,0.868843002258922,1.3781732424995754,0.8956715764196312,0.8405275606997578
mask_tundra,runoff_tot,$MERRA$,0.09187850429763819,0.7181963408369496,0.8307119314044439,0.22032221258286605,0.46389284121027546
mask_tundra,runoff_tot,$RASM_{CFSR}$,0.09280576735696441,1.4932646533064542,1.5459256304405409,0.43486715090925787,0.8883142828769423
mask_tundra,runoff_tot,$RASM_{ERA}$,0.08963402279070888,1.524999544342406,1.539418083590887,0.44796545198864013,0.9061872327451864
mask_tundra,Swin,$ERA$,8.98782717717345,159.39143427186679,198.4018508530122,34.99422995194143,100.01822614121653
mask_tundra,Swin,$MERRA$,8.8905412441928,150.5241688938112,214.44912917883457,40.5858366900533,103.25453867324086
mask_tundra,Swin,$RASM_{CFSR}$,11.565363786254947,158.58276012363723,186.51509965651235,39.68513293818327,98.62497064577961
mask_tundra,Swin,$RASM_{ERA}$,11.713321992911798,159.16750789240461,185.68781765230406,39.363119969902854,99.62447355270253
mask_tundra,Swup,$ERA$,4.25561606087184,85.17866965442605,60.19496545145938,10.917226169105223,39.94138412268407
mask_tundra,Swup,$MERRA$,4.7884692714302926,75.79328945161463,44.91147167173326,10.25269838978134,33.79402209568373
mask_tundra,Swup,$RASM_{CFSR}$,6.826149754732567,91.3712594292456,57.70117420680651,20.588355743750046,43.941835882182374
mask_tundra,Swup,$RASM_{ERA}$,6.912985920743176,91.04998396706932,56.9487319864575,20.222560182574874,44.05014678686484
mask_tundra,P-E,$ERA$,0.7288546968128526,0.5763532880604822,0.5231499944044171,1.1271245498000764,0.741978858224073
mask_tundra,P-E,$MERRA$,0.7721120289255666,0.4252057129202607,-0.3865996139498259,1.0954230478920062,0.4808348141348452
mask_tundra,P-E,$RASM_{CFSR}$,0.8416614575397456,0.7357294658634935,0.7012749319845973,1.3311257019333604,0.9066223978968491
mask_tundra,P-E,$RASM_{ERA}$,0.8301227625247627,0.7317972544843324,0.7273938889451361,1.3554092558470003,0.9104078797392241
